License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location,License Group,Area,Major City
3013032,MICRO BREWER,101,MI,Buffalo,3,STEUBEN,MARBREW INC,MARKET ST BREWING CO & RESTAURANT,63 65 W MARKET ST,,CORNING,NY,14830,828692,,6/1/2014,5/31/2015,42.1439276,-77.05711181,"(42.1439276, -77.05711181)",Brewer,Western,All Others
1134664,MICRO BREWER,101,MI,New York City,1,KINGS,GREENPOINT BEER WORKS INC,GREENPOINT BEER WORKS,529 WAVERLY AVE,FULTON & PACIFIC STREETS,BROOKLYN,NY,11238,866779,4/14/2003,4/1/2015,3/31/2016,40.68267397,-73.96568115,"(40.68267397, -73.96568115)",Brewer,NYC,NYC
2605631,MICRO BREWER,101,MI,Albany,2,ONONDAGA,EMPIRE BREWING COMPANY INC,EMPIRE BREWING COMPANY,120 WALTON STREET,,SYRACUSE,NY,13202,817240,7/13/2007,6/10/2014,6/30/2015,43.04802383,-76.15473537,"(43.04802383, -76.15473537)",Brewer,Upstate,Syracuse
1250158,MICRO BREWER,101,MI,New York City,1,SUFFOLK,LONG IRELAND BREWING COMPANY LLC,LONG IRELAND BEER COMPANY,817 PULASKI STREET,CLAUS AVE & MARCY AVENUE,RIVERHEAD,NY,11901,827686,4/19/2011,4/1/2014,3/31/2015,40.91998156,-72.67428596,"(40.91998156, -72.67428596)",Brewer,NYC,All Others
3148872,MICRO BREWER,101,MI,Buffalo,3,TOMPKINS,ROGUES HARBOR STEAK & ALE INC,ROGUES HARBOR BREWING CO,2075 E SHORE DR,,LANSING,NY,14882,860885,10/26/2010,10/1/2014,9/30/2015,42.53656216,-76.5058833,"(42.53656216, -76.5058833)",Brewer,Western,All Others
3149047,MICRO BREWER,101,MI,Buffalo,3,SCHUYLER,TWO GOATS BREWING LLC,TWO GOATS BREWING,5027A STATE RTE 414 (BASEMENT),,BURDETT,NY,14818,859765,8/31/2010,8/1/2014,7/31/2015,42.4775359,-76.86894671,"(42.4775359, -76.86894671)",Brewer,Western,All Others
3149120,MICRO BREWER,101,MI,Buffalo,3,TOMPKINS,BACCHUS BREWING COMPANY INC,BACCHUS BREWING COMPANY,15 ELLIS DR,,DRYDEN,NY,13053,828982,5/12/2011,5/21/2014,4/30/2015,42.49962467,-76.30167309,"(42.49962467, -76.30167309)",Brewer,Western,All Others
2195473,MICRO BREWER,101,MI,Albany,2,DUTCHESS,BLUE COLLAR BREWERY INC,BLUE COLLAR BREWERY,40 COTTAGE ST,,POUGHKEEPSIE,NY,12601,855730,9/19/2014,9/19/2014,8/31/2015,41.70743,-73.91822,"(41.70743, -73.91822)",Brewer,Upstate,All Others
2160203,MICRO BREWER,101,MI,Albany,2,JEFFERSON,SACKETS HARBOR BREW PUB LLC,SACKETS HARBOR BREWING COMPANY,212 W MAIN ST,,SACKETS HARBOR,NY,13685,866000,3/17/2011,3/1/2015,2/29/2016,43.9472895,-76.12068874,"(43.9472895, -76.12068874)",Brewer,Upstate,All Others
2014052,MICRO BREWER,101,MI,Albany,2,WARREN,COOPERS CAVE ALE COMPANY LTD,COOPERS CAVE ALE COMPANY,2 SAGAMORE ST,,GLENS FALLS,NY,12801,861661,,12/1/2014,11/30/2015,43.31743081,-73.63969382,"(43.31743081, -73.63969382)",Brewer,Upstate,All Others
2160590,MICRO BREWER,101,MI,Albany,2,GREENE,CROSSROADS BREWING COMPANY INC,CROSSROADS BREWING COMPANY,21 SECOND ST,N FRANKLIN & WARREN STREETS,ATHENS,NY,12015,860364,8/25/2010,8/1/2014,7/31/2015,42.26043658,-73.809654,"(42.26043658, -73.809654)",Brewer,Upstate,All Others
1275343,MICRO BREWER,101,MI,New York City,1,RICHMOND,GORDON JAMES LLC,THE FLAGSHIP BREWING COMPANY,38-40 MINTHORNE ST,,STATEN ISLAND,NY,10301,865534,3/14/2014,3/1/2015,2/29/2016,40.63675115,-74.07557869,"(40.63675115, -74.07557869)",Brewer,NYC,NYC
2195604,MICRO BREWER,101,MI,Albany,2,WARREN,GLENS FALLS BREWING COMPANY LLC,DAVIDSON BROTHERS BREWING COMPANY,1043 STATE RTE 9,,QUEENSBURY,NY,12804,866820,5/14/2014,5/1/2015,4/30/2016,43.34395,-73.68519,"(43.34395, -73.68519)",Brewer,Upstate,All Others
2009676,MICRO BREWER,101,MI,Albany,2,RENSSELAER,"TROY BREWING COMPANY INC, THE",BROWNS TAPROOM,417-419 RIVER STREET,,TROY,NY,12180,861388,5/7/2004,10/1/2014,9/30/2015,42.73574824,-73.68747887,"(42.73574824, -73.68747887)",Brewer,Upstate,Albany
3155254,MICRO BREWER,101,MI,Buffalo,3,ERIE,FLYING BISON BREWING COMPANY LLC,FLYING BISON BREWING COMPANY,840 SENECA ST,,BUFFALO,NY,14210,847756,10/14/2014,10/14/2014,5/31/2015,42.87572,-78.845785,,Brewer,Western,Buffalo
1275908,MICRO BREWER,101,MI,New York City,1,WESTCHESTER,DUNCAN'S ABBY INC,DUNCAN'S ABBY INC,27 STORM ST,,TARRYTOWN,NY,10591,856121,11/12/2014,11/12/2014,10/31/2015,41.07863193,-73.86072099,"(41.07863193, -73.86072099)",Brewer,NYC,NYC
3138104,MICRO BREWER,101,MI,Buffalo,3,STEUBEN,KEUKA BREWING CO LLC,KEUKA BREWING COMPANY,8572 BRIGLIN ROAD,,HAMMONDSPORT,NY,14840,859785,8/26/2008,8/1/2014,7/31/2015,42.48589412,-77.19232876,"(42.48589412, -77.19232876)",Brewer,Western,All Others
3155840,MICRO BREWER,101,MI,Buffalo,3,MONROE,LOCK 32 BREWING COMPANY LLC,LOCK 32 BREWING COMPANY,10 SCHOEN PLACE,,PITTSFORD,NY,14534,847874,3/24/2015,3/24/2015,2/28/2016,43.091871,-77.5128701,,Brewer,Western,Rochester
2167271,MICRO BREWER,101,MI,Albany,2,RENSSELAER,BROWNS BREWING COMPANY LLC,BROWN'S TAPROOM,50 FACTORY HILL ROAD,,HOOSICK FALLS,NY,12090,863330,2/14/2011,2/1/2015,1/31/2016,42.9262399,-73.34411856,"(42.9262399, -73.34411856)",Brewer,Upstate,Albany
2167419,MICRO BREWER,101,MI,Albany,2,SCHENECTADY,VAN DYCK LLC,MAD JACK BREWING COMPANY,235 237 UNION STREET,,SCHENECTADY,NY,12305,863130,2/23/2011,2/1/2015,1/31/2016,42.81645243,-73.94466067,"(42.81645243, -73.94466067)",Brewer,Upstate,Albany
2011294,MICRO BREWER,101,MI,Albany,2,SARATOGA,RELETA BREWING COMPANY LLC,TEN SPRINGS BREWING CO,131 EXCELSIOR AVE,,SARATOGA SPRINGS,NY,12866,863020,1/1/1999,1/1/2015,12/31/2015,43.090572,-73.76779003,"(43.090572, -73.76779003)",Brewer,Upstate,All Others
2005986,MICRO BREWER,101,MI,Albany,2,ESSEX,GREAT ADIRONDACK STEAK &,SEAFOOD CAFE INC,2442 MAIN STE 2,,LAKE PLACID,NY,12946,860121,,7/1/2014,6/30/2015,44.29015509,-73.98520444,"(44.29015509, -73.98520444)",Brewer,Upstate,All Others
3149912,MICRO BREWER,101,MI,Buffalo,3,MONROE,ROC BREWING CO LLC,ROC BREWING CO,56 S UNION ST,,ROCHESTER,NY,14607,827955,6/7/2011,6/1/2014,5/31/2015,43.15343228,-77.59789394,"(43.15343228, -77.59789394)",Brewer,Western,Rochester
2005987,MICRO BREWER,101,MI,Albany,2,ESSEX,"LAKE PLACID PUB & BREWERY CO LLC, THE",LAKE PLACID PUB & BREWERY CO,813 MIRROR LAKE DR,,LAKE PLACID,NY,12946,860807,8/17/2007,9/1/2014,8/31/2015,44.28321503,-73.98133061,"(44.28321503, -73.98133061)",Brewer,Upstate,All Others
2196180,MICRO BREWER,101,MI,Albany,2,DUTCHESS,NORTH RIVER HOPS AND BREWING LLC,NORTH RIVER HOPS AND BREWING,1571 RTE 9,SUITE 5,WAPPINGER FALLS,NY,12590,817386,7/17/2014,7/17/2014,6/30/2015,41.596447,-73.9114516,,Brewer,Upstate,All Others
3152614,MICRO BREWER,101,MI,Buffalo,3,TOMPKINS,HOPSHIRE BREWERY LLC,HOPSHIRE FARM & BREWERY,1771 DRYDEN RD,,FREEVILLE,NY,13068,861440,11/15/2012,11/1/2014,10/31/2015,42.48171378,-76.3692873,"(42.48171378, -76.3692873)",Brewer,Western,All Others
1275294,MICRO BREWER,101,MI,New York City,1,QUEENS,TRANSMITTER BREWING LLC,TRANSMITTER BREWING,53-02 11TH ST,SUITE A,LONG ISLAND CITY,NY,11101,866226,3/21/2014,3/2/2015,2/29/2016,40.74003029,-73.9525379,"(40.74003029, -73.9525379)",Brewer,NYC,NYC
2178089,MICRO BREWER,101,MI,Albany,2,BROOME,BLEICHERT BREWING INC,WATER STREET BREWING CO,168 WATER ST,,BINGHAMTON,NY,13901,865514,2/1/2012,2/1/2015,1/31/2016,42.09908911,-75.91434493,"(42.09908911, -75.91434493)",Brewer,Upstate,All Others
2196544,MICRO BREWER,101,MI,Albany,2,CAYUGA,"SHEPHERDS BREWING COMPANY LLC, THE",SHEPHERDS BREWING COMPANY,31 LOOP RD,STE 1,AUBURN,NY,13021,847708,8/26/2014,8/26/2014,7/31/2015,42.9325653,-76.5652967,,Brewer,Western,All Others
2179030,MICRO BREWER,101,MI,Albany,2,ULSTER,DUTCH ALE HOUSE INC,DUTCH ALE HOUSE,253 MAIN ST,,SAUGERTIES,NY,12477,863034,1/23/2012,1/1/2015,12/31/2015,42.07756758,-73.95352749,"(42.07756758, -73.95352749)",Brewer,Upstate,All Others
2196549,MICRO BREWER,101,MI,Albany,2,COLUMBIA,HUDSON VALLEY BEVERAGE CO INC,SLOOP BREWING CO,1065 COUNTY RTE 19,,ELIZAVILLE,NY,12523,856598,4/15/2015,4/15/2015,3/31/2016,42.0843384,-73.7944808,,Brewer,Upstate,All Others
1246501,MICRO BREWER,101,MI,New York City,1,SUFFOLK,JACK THE RHINO BREWING COMPANY LLC,ALPHABET CITY BREWING COMPANY,225 BROADWAY GREENLAWN,ROCKNE & BRISTOL STREETS,HUNTINGTON,NY,11743,860402,7/18/2011,7/15/2014,6/30/2015,40.85277379,-73.36557412,"(40.85277379, -73.36557412)",Brewer,NYC,All Others
2182529,MICRO BREWER,101,MI,Albany,2,MADISON,GOOD NATURE BREWING INC,GOOD NATURE BREWING,37 MILFORD ST STE 3,,HAMILTON,NY,13346,862792,1/10/2012,1/1/2015,12/31/2015,42.82419227,-75.55056357,"(42.82419227, -75.55056357)",Brewer,Upstate,All Others
2182889,MICRO BREWER,101,MI,Albany,2,ORANGE,NEWBURGH BREWING COMPANY LLC,NEWBURGH BREWING COMPANY,88 S COLDEN ST,,NEWBURGH,NY,12550,865925,3/22/2012,3/1/2015,2/29/2016,41.5044515,-74.0068325,"(41.5044515, -74.0068325)",Brewer,NYC,All Others
3154362,MICRO BREWER,101,MI,Buffalo,3,STEUBEN,STEUBEN BREWING COMPANY LLC,STEUBEN BREWING COMPANY,10286 JUDSON RD,,HAMMONDSPORT,NY,14840,847685,7/29/2014,7/29/2014,6/30/2015,42.50379629,-77.18650658,"(42.50379629, -77.18650658)",Brewer,Western,All Others
2183220,MICRO BREWER,101,MI,Albany,2,OTSEGO,DAVIDSONS BREWERY CORP,COUNCIL ROCK BREWERY,4861 STATE HGWY 28,,HARTWICK,NY,13326,828122,5/10/2012,5/1/2014,4/30/2015,42.65755379,-74.96098351,"(42.65755379, -74.96098351)",Brewer,Upstate,All Others
3004169,MICRO BREWER,101,MI,Buffalo,3,ERIE,KMT MANAGEMENT INC,BUFFALO BREW PUB,6861 MAIN ST,,WILLIAMSVILLE,NY,14221,859559,,7/1/2014,6/30/2015,42.96524938,-78.69788158,"(42.96524938, -78.69788158)",Brewer,Western,Buffalo
2183913,MICRO BREWER,101,MI,Albany,2,DUTCHESS,SLOOP BREWING LLC,SLOOP BREWING,27 WILSON BLVD,,POUGHKEEPSIE,NY,12603,866554,4/10/2012,4/1/2015,3/31/2016,41.68794942,-73.9125619,"(41.68794942, -73.9125619)",Brewer,Upstate,All Others
3154738,MICRO BREWER,101,MI,Buffalo,3,STEUBEN,"RISING SONS 6 BREWING COMPANY INC, THE",IRON FLAMINGO BREWERY,196 BAKER ST,,CORNING,NY,14830,787583,12/3/2014,12/3/2014,11/30/2015,42.15512,-77.05637,"(42.15512, -77.05637)",Brewer,Western,All Others
3150747,MICRO BREWER,101,MI,Buffalo,3,MONROE,WINERY EXCHANGE INC,WORLD BREWS,445 ST PAUL ST,,ROCHESTER,NY,14605,863333,3/23/2012,3/1/2015,2/29/2016,43.16493105,-77.61437097,"(43.16493105, -77.61437097)",Office,Western,Rochester
1276776,MICRO BREWER,101,MI,New York City,1,SUFFOLK,SPIDER BITE BREWING CORPORATION,SPIDER BITE BEER COMPANY,920 LINCOLN AVE UNIT 5,UNIT 5,HOLBROOK,NY,11741,856042,10/20/2014,10/20/2014,9/30/2015,40.7727,-73.08457,"(40.7727, -73.08457)",Brewer,NYC,All Others
3009787,MICRO BREWER,101,MI,Buffalo,3,MONROE,ROHRBACH INC,ROHRBACH BREWING COMPANY,3859 BUFFALO RD,,ROCHESTER,NY,14624,867208,6/2/1995,6/1/2015,5/31/2016,43.13749607,-77.76275315,"(43.13749607, -77.76275315)",Brewer,Western,Rochester
1276638,MICRO BREWER,101,MI,New York City,1,KINGS,FOLKSBIER BRAUEREI LLC,FOLKSBIER,103 LUQUER ST,,BROOKLYN,NY,11231,834648,5/5/2014,5/5/2014,4/30/2015,40.6779,-74.00099,"(40.6779, -74.00099)",Brewer,NYC,NYC
2197211,MICRO BREWER,101,MI,Albany,2,SARATOGA,COMMON ROOTS BREWING COMPANY INC,COMMON ROOTS BREWING COMPANY,58 SARATOGA AVE,,S GLENS FALLS,NY,12803,856156,11/20/2014,11/20/2014,10/31/2015,43.295219,-73.636534,,Brewer,Upstate,All Others
1188563,MICRO BREWER,101,MI,New York City,1,KINGS,"MAD SCIENTISTS BREWING PARTNERS,LLC","SIXPOINT CRAFT ALES,SIXPOINT BREWERY",40 VAN DYKE ST,DWIGHT ST & RICHARDS ST,BROOKLYN,NY,11231,862616,11/6/2007,11/26/2014,10/31/2015,40.67385407,-74.01204466,"(40.67385407, -74.01204466)",Brewer,NYC,NYC
2184793,MICRO BREWER,101,MI,Albany,2,ORANGE,RUSHING DUCK BREWING COMPANY LLC,RUSHING DUCK BREWING COMPANY,1 BATTIATO LN,,CHESTER,NY,10918,859840,7/20/2012,7/1/2014,6/30/2015,41.36197216,-74.27029093,"(41.36197216, -74.27029093)",Brewer,NYC,All Others
3152880,MICRO BREWER,101,MI,Buffalo,3,ONTARIO,SAVANGELA LLC,CRAFTY ALES AND LAGERS,2 EXCHANGE ST,,PHELPS,NY,14532,828475,5/28/2013,5/1/2014,4/30/2015,42.9579339,-77.05696203,"(42.9579339, -77.05696203)",Brewer,Western,All Others
2197366,MICRO BREWER,101,MI,Albany,2,ULSTER,HEIKO GIESBERG,NEW PALTZ BREWING COMPANY,763 BROADWAY,,ULSTER PARK,NY,12487,856376,1/28/2015,1/28/2015,12/31/2015,41.889175,-73.9748411,,Brewer,Upstate,All Others
3154588,MICRO BREWER,101,MI,Buffalo,3,NIAGARA,ERIN GOODLANDER,BARKER BREWING,1693 EAST AVE,,BARKER,NY,14012,847692,8/8/2014,8/8/2014,7/31/2015,43.32976,-78.55059,"(43.32976, -78.55059)",Brewer,Western,All Others
2014053,MICRO BREWER,101,MI,Albany,2,WARREN,DAVIDSON BROTHERS BREWING LLC,DAVIDSON BROTHERS BREWING,184 GLEN STREET,,GLENS FALLS,NY,12801,861386,,10/1/2014,9/30/2015,43.30988524,-73.6446076,"(43.30988524, -73.6446076)",Brewer,Upstate,All Others
1280569,MICRO BREWER,101,MI,New York City,1,SUFFOLK,SAINT JAMES BREWERY LLC,SAINT JAMES BREWERY,929 LINCOLN AVE UNIT 11,,HOLBROOK,NY,11741,856065,10/28/2014,10/28/2014,9/30/2015,40.7738771,-73.0820734,,Brewer,NYC,All Others
1046249,MICRO BREWER,101,MI,New York City,1,SUFFOLK,HAVENS BREWERY LLC,BRICK HOUSE BREWERY,67 W MAIN STREET,,PATCHOGUE,NY,11772,867019,6/1/1996,5/1/2015,4/30/2016,40.76584505,-73.01681818,"(40.76584505, -73.01681818)",Brewer,NYC,All Others
2188166,MICRO BREWER,101,MI,Albany,2,ROCKLAND,ANDEAN BREWING COMPANY INC,ANDEAN BREWING COMPANY,300 CORPORATE DR,SUITE 2,BLAUVELT,NY,10913,862807,1/24/2013,1/1/2015,12/31/2015,41.07891165,-73.9531849,"(41.07891165, -73.9531849)",Brewer,NYC,All Others
3154236,MICRO BREWER,101,MI,Buffalo,3,MONROE,"DALTON GROUP INC, THE",STONEYARD BREWING COMPNAY,1 MAIN ST,,BROCKPORT,NY,14420,866618,4/18/2014,4/1/2015,3/31/2016,43.21651388,-77.93820013,"(43.21651388, -77.93820013)",Brewer,Western,Rochester
3152031,MICRO BREWER,101,MI,Buffalo,3,ERIE,"TAP ROOM AT THE LAFAYETTE INC, THE",TAP ROOM AT THE LAFAYETTE,391 WASHINGTON ST,,BUFFALO,NY,14203,860457,10/10/2012,10/1/2014,9/30/2015,42.8847545,-78.87359017,"(42.8847545, -78.87359017)",Brewer,Western,Buffalo
2188448,MICRO BREWER,101,MI,Albany,2,BROOME,NORTH BREWERY LLC THE,THE NORTH BREWERY,110 WASHINGTON AVE,,ENDICOTT,NY,13760,862676,1/23/2013,1/1/2015,12/31/2015,42.10225167,-76.04817203,"(42.10225167, -76.04817203)",Brewer,Upstate,All Others
3151081,MICRO BREWER,101,MI,Buffalo,3,ERIE,COMMUNITY BEER WORKS LLC,COMMUNITY BEER WORKS,15 LAFAYETTE AVE,,BUFFALO,NY,14213,867144,4/11/2012,4/10/2015,3/31/2016,42.92004399,-78.89799188,"(42.92004399, -78.89799188)",Brewer,Western,Buffalo
3146107,MICRO BREWER,101,MI,Buffalo,3,SCHUYLER,SENECA LODGE INC,SENECA LODGE,3600 WALNUT RD,ST RT 329 & ST RT 419,WATKINS GLEN,NY,14891,865918,2/18/2010,2/13/2015,1/31/2016,42.3689462,-76.8731525,,Brewer,Western,All Others
1046248,MICRO BREWER,101,MI,New York City,1,SUFFOLK,BLUE POINT BREWING COMPANY INC,BLUE POINT BREWING COMPANY,161 RIVER AVENUE,,PATCHOGUE,NY,11772,860298,8/25/1998,8/1/2014,7/31/2015,40.7593047,-73.02175484,"(40.7593047, -73.02175484)",Brewer,NYC,All Others
1046245,MICRO BREWER,101,MI,New York City,1,SUFFOLK,BLACK FOREST BREW HAUS LLC,BLACK FOREST BREW HAUS,2015 NEW HGWY,,FARMINGDALE,NY,11735,860013,,8/1/2014,7/31/2015,40.75508723,-73.41480855,"(40.75508723, -73.41480855)",Brewer,NYC,All Others
2193677,RESTAURANT BREWER,210,MR,Albany,2,PUTNAM,STATELINE ENTERPRISES INC,BULL AND BARREL BREW PUB,988 RTE 22,,BREWSTER,NY,10509,816886,3/5/2014,3/5/2014,2/28/2017,41.39745883,-73.60290442,"(41.39745883, -73.60290442)",Brewer,Upstate,All Others
3155754,RESTAURANT BREWER,210,MR,Buffalo,3,ERIE,LARKIN SQUARE LLC,HYDRAULIC HEARTH,716 SWAN ST,,BUFFALO,NY,14210,847838,2/4/2015,2/4/2015,1/31/2018,42.876666,-78.849598,,Brewer,Western,Buffalo
2121555,RESTAURANT BREWER,210,MR,Albany,2,DUTCHESS,HYDE PARK BREWING COMPANY INC,HYDE PARK BREWING COMPANY,4076 ALBANY POST ROAD,ST ANDREWS & WEST MARKET,HYDE PARK,NY,12538,845510,3/31/2004,4/1/2013,3/31/2016,41.76928859,-73.93001975,"(41.76928859, -73.93001975)",Brewer,Upstate,All Others
2197185,RESTAURANT BREWER,210,MR,Albany,2,CAYUGA,PRISON CITY BREWING LLC,PRISON CITY PUB & BREWERY,28 STATE ST,,AUBURN,NY,13021,856249,12/16/2014,12/16/2014,11/30/2017,42.9317613,-76.5684076,,Brewer,Western,All Others
1269172,RESTAURANT BREWER,210,MR,New York City,1,NEW YORK,PAULANER BRAUHAUS & RESTAURANT LLC,PAULANER BRAUHAUS NYC,265-267 BOWERY,,NEW YORK,NY,10002,833909,12/4/2013,11/18/2013,10/31/2016,40.7233703,-73.99280296,"(40.7233703, -73.99280296)",Brewer,NYC,NYC
3155873,RESTAURANT BREWER,210,MR,Buffalo,3,SCHUYLER,GRIST IRON BREWING LLC,GRIST IRON BREWING,4880 NY RTE 414,,BURDETT,NY,14818,847902,4/16/2015,4/16/2015,3/31/2018,42.4687693,-76.8670042,,Brewer,Western,All Others
3154414,RESTAURANT BREWER,210,MR,Buffalo,3,ERIE,CROOK MALTING & BREWING LLC,CROOK MALTING & BREWING,189 MAIN ST,,EAST AURORA,NY,14052,847664,7/9/2014,7/9/2014,6/30/2017,42.76780305,-78.62780428,"(42.76780305, -78.62780428)",Brewer,Western,Buffalo
2013367,RESTAURANT BREWER,210,MR,Albany,2,ULSTER,CATSKILL MOUNTAIN BREWING CO,GILDED OTTER BREW CO,3 MAIN ST,,NEW PALTZ,NY,12561,851707,,10/1/2013,9/30/2016,41.74670429,-74.08977645,"(41.74670429, -74.08977645)",Brewer,Upstate,All Others
1264856,RESTAURANT BREWER,210,MR,New York City,1,WESTCHESTER,SUBLIME FOOD & BEVERAGE CORP,THE PEEKSKILL BREWERY,47 53 WATER ST,,PEEKSKILL,NY,10566,860823,12/7/2012,9/1/2014,8/31/2017,41.28889058,-73.93006733,"(41.28889058, -73.93006733)",Brewer,NYC,All Others
1278758,RESTAURANT BREWER,210,MR,New York City,1,KINGS,KILLOWEN INC,KEG & LANTERN,97 NASSAU AVE,LEONARD ST & MANHATTAN AVE,BROOKLYN,NY,11222,835008,8/18/2014,8/18/2014,7/31/2017,40.724041,-73.950339,,Brewer,NYC,NYC
2185407,RESTAURANT BREWER,210,MR,Albany,2,SARATOGA,DRUTHERS BREWING COMPANY INC,DRUTHERS BREWING COMPANY,381 BROADWAY,,SARATOGA SPRINGS,NY,12866,815473,7/26/2012,7/26/2012,6/30/2015,43.0810218,-73.78570596,"(43.0810218, -73.78570596)",Brewer,Upstate,All Others
2185614,RESTAURANT BREWER,210,MR,Albany,2,ULSTER,JES LYN ENTERPRISES LTD,BACCHUS,4 S CHESTNUT ST,,NEW PALTZ,NY,12561,816086,3/28/2013,3/28/2013,2/28/2016,41.74726107,-74.086837,"(41.74726107, -74.086837)",Brewer,Upstate,All Others
3154880,RESTAURANT BREWER,210,MR,Buffalo,3,ONTARIO,DOBBERS SPORTS BAR & GRILL LLC,THREE HUSKIES BREWING,401 LAKESHORE DR,,CANANDAIGUA,NY,14424,847670,7/14/2014,7/14/2014,6/30/2017,42.872218,-77.2524306,,Brewer,Western,All Others
2185968,RESTAURANT BREWER,210,MR,Albany,2,ONONDAGA,BIG RIVER BREWERIES INC,GORDON BIERSCH BREWERY RESTAURANT,306 HIAWATHA BLVD WEST,SPACE J101,SYRACUSE,NY,13290,815929,1/14/2013,1/14/2013,12/31/2015,43.06756657,-76.16997498,"(43.06756657, -76.16997498)",Brewer,Upstate,Syracuse
2194463,RESTAURANT BREWER,210,MR,Albany,2,PUTNAM,D P M LTD,ROUTE 6 BISTRANT,728 RTE 6,,MAHOPAC,NY,10541,816833,2/10/2014,2/10/2014,1/31/2017,41.37566492,-73.72702493,"(41.37566492, -73.72702493)",Brewer,Upstate,All Others
2194486,RESTAURANT BREWER,210,MR,Albany,2,OTSEGO,ROOTS BREWING COMPANY INC,ROOTS BREWING COMPANY,175 MAIN ST,,ONEONTA,NY,13820,817370,7/11/2014,7/11/2014,6/30/2017,42.45356641,-75.06241028,"(42.45356641, -75.06241028)",Brewer,Upstate,All Others
3154475,RESTAURANT BREWER,210,MR,Buffalo,3,ONTARIO,FINGER LAKES FOODSERVICE INC,SEVENS BREW PUB,RTE 96 & BEAVER CREEK RD,,FARMINGTON,NY,14425,817091,5/13/2014,5/13/2014,4/30/2017,42.97442,-77.34887,"(42.97442, -77.34887)",Brewer,Western,All Others
3142384,RESTAURANT BREWER,210,MR,Buffalo,3,TOMPKINS,BANDWAGON BREWERY LLC,BANDWAGON BREWPUB,114 N CAYUGA ST,,ITHACA,NY,14850,841180,11/9/2009,11/1/2012,10/31/2015,42.43965739,-76.49911615,"(42.43965739, -76.49911615)",Brewer,Western,All Others
1158599,RESTAURANT BREWER,210,MR,New York City,1,SUFFOLK,J H RESTAURANT LAKE GROVE LLC,JOHN HARVARD'S BREW HOUSE,2093 SMITH HAVEN PLAZA,ROUTE 347,LAKE GROVE,NY,11755,858686,3/23/2005,3/1/2014,2/28/2017,40.8700266,-73.1284905,,Brewer,NYC,All Others
1277127,RESTAURANT BREWER,210,MR,New York City,1,WESTCHESTER,YONKERS BREWING COMPANY LLC,YONKERS BREWING CO,92 MAIN ST,,YONKERS,NY,10701,853635,1/12/2015,1/12/2015,12/31/2017,40.93475,-73.90185,"(40.93475, -73.90185)",Brewer,NYC,NYC
3150707,RESTAURANT BREWER,210,MR,Buffalo,3,ERIE,BIG RIVER BREWERIES INC,GORDON BIERSCH BREWERY RESTAURANT,102 GALLERIA DR,,CHEEKTOWAGA,NY,14225,862617,12/7/2011,12/1/2014,11/30/2017,42.91535774,-78.76536608,"(42.91535774, -78.76536608)",Brewer,Western,Buffalo
3004173,RESTAURANT BREWER,210,MR,Buffalo,3,ERIE,PEARL STREET BREWING CO LLC,PEARL STREET BREWING CO,76 PEARL ST,,BUFFALO,NY,14202,841526,11/5/1997,11/1/2012,10/31/2015,42.88119008,-78.87709921,"(42.88119008, -78.87709921)",Brewer,Western,Buffalo
2014055,RESTAURANT BREWER,210,MR,Albany,2,WARREN,ADIRONDACK PUB & BREWERY INC,ADIRONDACK PUB & BREWERY,33 CANADA STREET,,LAKE GEORGE,NY,12845,860873,,9/1/2014,8/31/2017,43.41846437,-73.71357066,"(43.41846437, -73.71357066)",Brewer,Upstate,All Others
2143113,RESTAURANT BREWER,210,MR,Albany,2,GREENE,CAVE MOUNTAIN BREWING CO INC,CAVE MOUNTAIN BREWING CO,5359 ROUTE 23 1F-A,INTERSECTION MILL ST & RTE 23,WINDHAM,NY,12496,861257,9/19/2008,9/4/2014,8/31/2017,42.30739915,-74.25105501,"(42.30739915, -74.25105501)",Brewer,Upstate,All Others
1244241,RESTAURANT BREWER,210,MR,New York City,1,NEW YORK,LSEBG LLC,BIRRERIA,200 5TH AVENUE,,NEW YORK,NY,10010,828474,5/24/2011,5/1/2014,4/30/2017,40.74286028,-73.98868674,"(40.74286028, -73.98868674)",Brewer,NYC,NYC
3122169,RESTAURANT BREWER,210,MR,Buffalo,3,ERIE,PEARL STREET BREWING CO LLC,PEARL STREET BREWING CO,76 PEARL ST,,BUFFALO,NY,14202,845688,5/10/2004,5/1/2013,4/30/2016,42.88119008,-78.87709921,"(42.88119008, -78.87709921)",Office,Western,Buffalo
1273119,RESTAURANT BREWER,210,MR,New York City,1,NEW YORK,GASTROMARKET LTD,DEATH AVENUE,315 317 10TH AVE,,NEW YORK,NY,10001,834966,8/4/2014,8/4/2014,7/31/2017,40.75091689,-74.00180794,"(40.75091689, -74.00180794)",Brewer,NYC,NYC
3153062,RESTAURANT BREWER,210,MR,Buffalo,3,STEUBEN,CAREYS CYBER INC,THE SITE CYBER BAR AND GRILL,65 BRIDGE ST,,CORNING,NY,14830,733317,7/25/2013,7/25/2013,6/30/2016,42.15038211,-77.06079097,"(42.15038211, -77.06079097)",Brewer,Western,All Others
